Date;Price
13/03/2014;30697
12/03/2014;30627
11/03/2014;30421
10/03/2014;30327
07/03/2014;30307
06/03/2014;30416
05/03/2014;32351
04/03/2014;31126
03/03/2014;32051
28/02/2014;30634
27/02/2014;30839
26/02/2014;30810
25/02/2014;30972
24/02/2014;30927
21/02/2014;30677
20/02/2014;30608
19/02/2014;30712
18/02/2014;30766
17/02/2014;30664
14/02/2014;29932
13/02/2014;29726
12/02/2014;29698
11/02/2014;29670
10/02/2014;29471
07/02/2014;29310
06/02/2014;29231
05/02/2014;29719
04/02/2014;29534
03/02/2014;29789
31/01/2014;29482
30/01/2014;29499
29/01/2014;29835
28/01/2014;29628
27/01/2014;29905
24/01/2014;29574
23/01/2014;29394
22/01/2014;29269
21/01/2014;29362
20/01/2014;29414
17/01/2014;29385
16/01/2014;29168
15/01/2014;29150
14/01/2014;29198
13/01/2014;29312
10/01/2014;29169
09/01/2014;28997
08/01/2014;28934
07/01/2014;28959
06/01/2014;29119
04/01/2014;29279
03/01/2014;29727
02/01/2014;29975
01/01/2014;29542
